108,549,-300,0,MoveLeft
103,549,300,0,MoveRight
128,549,300,0,MoveRight
153,549,300,0,MoveRight
178,549,300,0,MoveRight
203,549,300,0,MoveRight
208,549,-300,0,MoveLeft
183,549,-300,0,MoveLeft
158,549,-300,0,MoveLeft
133,549,-300,0,MoveLeft
